"Freq [GHz]","dB(S(1,1)) [] - l='1mm'","dB(S(1,1)) [] - l='2mm'","dB(S(1,1)) [] - l='3mm'","dB(S(1,1)) [] - l='4mm'","dB(S(1,1)) [] - l='5mm'","dB(S(1,1)) [] - l='6mm'","dB(S(1,1)) [] - l='7mm'","dB(S(1,1)) [] - l='8mm'","dB(S(1,1)) [] - l='9mm'","dB(S(1,1)) [] - l='10mm'","dB(S(1,1)) [] - l='11mm'","dB(S(1,1)) [] - l='12mm'","dB(S(1,1)) [] - l='13mm'","dB(S(1,1)) [] - l='14mm'","dB(S(1,1)) [] - l='15mm'","dB(S(1,1)) [] - l='16mm'","dB(S(1,1)) [] - l='17mm'","dB(S(1,1)) [] - l='18mm'","dB(S(1,1)) [] - l='19mm'","dB(S(1,1)) [] - l='20mm'","dB(S(1,1)) [] - l='21mm'","dB(S(1,1)) [] - l='22mm'","dB(S(1,1)) [] - l='22.5mm'","dB(S(1,1)) [] - l='23mm'","dB(S(1,1)) [] - l='23.5mm'","dB(S(1,1)) [] - l='24mm'","dB(S(1,1)) [] - l='25mm'"
0.644,-0.526833568272564,-0.487700067411724,-0.446702869003124,-0.414981550073421,-0.385796659584302,-0.352465565230226,-0.319957336148033,-0.300004442379263,-0.275377122520992,-0.262552330085766,-0.228802896386618,-0.218081060272494,-0.194274674805739,-0.188518426652275,-0.174018925281607,-0.1600229286307,-0.146279650880985,-0.13371645868409,-0.122587332490118,-0.115345827743552,-0.106678107165093,-0.0978095117663686,-0.0925403033105875,-0.0884349496866813,-0.0839641982083612,-0.0798343125316744,-0.0729423485030124
0.648,-0.545565573646262,-0.504681688308379,-0.46190065850576,-0.428826658749493,-0.398429887986958,-0.363743565416368,-0.329991114898823,-0.309244661631109,-0.283701685780357,-0.27038541460275,-0.235481665648843,-0.224378373287335,-0.199834020455968,-0.193590339795467,-0.178649698393199,-0.164240512067771,-0.150118821702376,-0.137217319947689,-0.125767749264977,-0.11829317569838,-0.109360387534339,-0.100237251850394,-0.0948303740443563,-0.0906208389831871,-0.0860312535346811,-0.0817950112622682,-0.0747144761363311
0.652,-0.565088171206252,-0.522362296917394,-0.477706600398158,-0.443212665568586,-0.411545175211647,-0.375439452880901,-0.340387056087703,-0.318810599988225,-0.292312352549358,-0.278483032076526,-0.242378526262686,-0.230877939119335,-0.205567856719331,-0.198813215753938,-0.183415559331053,-0.168578471688583,-0.15406534145632,-0.140813440029163,-0.129031604158761,-0.121315685530995,-0.112109127364976,-0.102723676684557,-0.0971752349470266,-0.0928587481642705,-0.0881470998752824,-0.0838017809889932,-0.0765278723361297
0.656,-0.585441770775965,-0.540776733649445,-0.494150151053583,-0.458165134728818,-0.42516475209008,-0.387571914369263,-0.351160910799358,-0.328716066426998,-0.301220920949819,-0.286855884692161,-0.249501958618044,-0.237587468618384,-0.211482623055693,-0.204192453441769,-0.188321216320312,-0.173040879497091,-0.158122730266122,-0.144507828544185,-0.132381442223515,-0.124415593378076,-0.114926250512744,-0.105270432736412,-0.0995763974621093,-0.0951500894833272,-0.0903130379309928,-0.0858558300915864,-0.0783835916324736
0.66,-0.606669205640184,-0.55996187974848,-0.511262446197656,-0.473711054122482,-0.439312058549905,-0.40016062297134,-0.362329239510821,-0.338975561711802,-0.310439764222217,-0.295515186425391,-0.256860833053563,-0.244515020195936,-0.217585040136839,-0.209733680731297,-0.193371572181874,-0.177631971005898,-0.162294645787752,-0.148303609638214,-0.135819903384278,-0.127595217071921,-0.117813749507353,-0.10787922372032,-0.102035424930797,-0.097496323034875,-0.0925304117470542,-0.0879584065436514,-0.0802827218943782
0.664,-0.628815897256192,-0.579956793127798,-0.529076409988346,-0.489878925844047,-0.454011818810736,-0.413226297762289,-0.373909459830584,-0.349604318204772,-0.319981862968752,-0.304472691201825,-0.264464430526836,-0.251669017891024,-0.223882124038428,-0.21544276564686,-0.198571733611226,-0.182356152820121,-0.166584889428642,-0.152204027028914,-0.139349726494758,-0.130856959541092,-0.120773688330171,-0.110551812846888,-0.104553934605749,-0.0998989585927377,-0.094800610358144,-0.0901107994011866,-0.0822263855572607
0.668,-0.651930032256933,-0.600802854171897,-0.547626871936206,-0.506698863083662,-0.469290121783532,-0.426790767467145,-0.385919897388303,-0.360618342242422,-0.329860839425623,-0.313740722796696,-0.272322464518455,-0.259058270494297,-0.23038120123984,-0.221325828176642,-0.203927020957283,-0.187218010618681,-0.170997412883918,-0.156212449298353,-0.142973753588201,-0.134203312370794,-0.123808205318965,-0.113290025172242,-0.107133599752868,-0.10235955752737,-0.097125069502934,-0.0923143403530737,-0.0842157409002402
0.672,-0.676062752722135,-0.622543922286233,-0.566950692270986,-0.524202693892699,-0.485174507063589,-0.440877038444464,-0.398379840102293,-0.372034459260277,-0.340090993904701,-0.323332206593477,-0.280445104251221,-0.266691991798365,-0.237089924482842,-0.227389252740453,-0.209442978531001,-0.192222317556239,-0.175536325008056,-0.160332375448972,-0.146694934333966,-0.137636859531347,-0.126919516206175,-0.116095750052052,-0.109776151845426,-0.10487973480611,-0.0995052734115916,-0.0945704053365356,-0.0862519833755216
0.676,-0.701268360772793,-0.645226504040598,-0.587086896409683,-0.542424072346863,-0.501694056938424,-0.455509367307608,-0.411309596069529,-0.383870361860499,-0.350687343555077,-0.333260703328175,-0.288842999311464,-0.274579822047711,-0.244016289543251,-0.23363970135368,-0.215125385475648,-0.197374043110244,-0.180205899041119,-0.164567440737714,-0.150516330710855,-0.141160281283677,-0.130109917297621,-0.118970943705509,-0.112483382855023,-0.107461161080477,-0.101942756669641,-0.0968804162205591,-0.0883363469923069
0.68,-0.727604538630441,-0.668899933820552,-0.608076819234087,-0.561398597674479,-0.518879494865127,-0.470713338526984,-0.424730555341658,-0.396144661032021,-0.361665663606441,-0.34354044495556,-0.297527305765705,-0.28273185066637,-0.251168652973815,-0.24008412753054,-0.220980267232586,-0.202678362399328,-0.185010580209825,-0.16892142280398,-0.154441121909045,-0.144776358271138,-0.133381788798792,-0.121917631894785,-0.115257147644194,-0.110105564864655,-0.104439106161905,-0.0992458425605629,-0.0904701057576676
0.684,-0.755132585375336,-0.693616567975402,-0.629964259942848,-0.581163941963089,-0.53676329090797,-0.486515947383419,-0.438665255871057,-0.408876940748945,-0.373042531268054,-0.354186372783534,-0.306509713872616,-0.291158640347278,-0.258555750880255,-0.24672979097245,-0.227013907638692,-0.208140666000803,-0.189954993725041,-0.173398248107785,-0.158472609472999,-0.148487975807624,-0.136737598296483,-0.124937912725787,-0.118099366465707,-0.112814734809709,-0.106995963100325,-0.101668203427629,-0.0926545751770424
0.688,-0.783917671737739,-0.719431993531576,-0.652795648305092,-0.601759987106606,-0.555379774665994,-0.502945688672034,-0.453137453932939,-0.422087816189925,-0.384835372470355,-0.36521417803267,-0.315802477497341,-0.299871252592995,-0.266186718796886,-0.253584273090654,-0.233232861693968,-0.213766570296957,-0.195043953198607,-0.178001998695556,-0.162614222698648,-0.15229812837241,-0.140179904403742,-0.128033959576293,-0.121012027573873,-0.115590522078211,-0.1096150251398,-0.10414906931591,-0.0948911138170921
0.692,-0.814029114364541,-0.746405252626569,-0.67662022320915,-0.62322897170851,-0.574765256262589,-0.520032651587176,-0.468172199353314,-0.435798995839947,-0.397062511650176,-0.376640344989659,-0.325418445343117,-0.30888127480398,-0.274071112732794,-0.260655493415268,-0.239643969040322,-0.219561928381556,-0.200282469503892,-0.182736919312127,-0.166869524298793,-0.15620992432293,-0.143711360576704,-0.131208024157971,-0.123997189953445,-0.118434842824232,-0.112298048586238,-0.106690064131885,-0.0971811249338108
0.696,-0.845540671119708,-0.774599083912085,-0.701490224472158,-0.645615648713882,-0.594958156014489,-0.537808621252986,-0.48379591589835,-0.450033347755927,-0.409743224795702,-0.388482196935826,-0.3353710941233,-0.318200849017419,-0.282218931464473,-0.267951726946798,-0.246254368195406,-0.225532841560274,-0.205675760105946,-0.187607424878576,-0.171242216351568,-0.160226590837097,-0.147334719112378,-0.134462439719065,-0.127056986172056,-0.12134968078395,-0.115046850701419,-0.109292867269524,-0.0995260581689567
0.7,-0.878530859102597,-0.804080182275744,-0.727461098954025,-0.668967454605155,-0.615999143446993,-0.556307187400733,-0.500036487208449,-0.464814970299149,-0.422897795983761,-0.400757945045485,-0.345674563806096,-0.32784270240696,-0.290640640156177,-0.275481622509775,-0.253071511588153,-0.231685671480656,-0.211229258888874,-0.192618108356788,-0.175736146547706,-0.16435147909778,-0.15105283533686,-0.137799624394991,-0.130193625362385,-0.124337089982365,-0.117863312109307,-0.111959215775366,-0.101927411317988
0.704,-0.91308329720331,-0.83491947833924,-0.754591722103296,-0.69333469106332,-0.637931286375223,-0.575563860733528,-0.516923348690343,-0.480169267660908,-0.436547577659547,-0.413486740463522,-0.356343695073703,-0.337820179661723,-0.299347195394976,-0.283254222172287,-0.260103181445913,-0.238027052929856,-0.21694862650971,-0.197773749022962,-0.180355314753354,-0.168588069732466,-0.154868671994091,-0.141222084714383,-0.133409396340692,-0.127399197561953,-0.120749379308918,-0.114690906607993,-0.104386732172849
0.708,-0.949287075159761,-0.867192439308111,-0.782944636152994,-0.718770720068661,-0.660800210828779,-0.595616197561791,-0.534487585812882,-0.496123030532933,-0.450715054928004,-0.42668872978709,-0.367394069148226,-0.348147277371388,-0.308350071733565,-0.291278981799691,-0.267357506586434,-0.244563907340645,-0.222839761310015,-0.203079321173575,-0.185103879906001,-0.172939978522224,-0.158785303845862,-0.144732419268674,-0.136706670868591,-0.130538206739356,-0.123707067298912,-0.117489798996418,-0.106905620443203
0.712,-0.987237151238119,-0.900979392874283,-0.812586306282227,-0.74533217349302,-0.684654272658934,-0.61650393333881,-0.55276203928723,-0.512704522301285,-0.46542391414656,-0.440385114193502,-0.378842050147715,-0.358838680553408,-0.317661289840624,-0.299565792815363,-0.274842980171439,-0.251303457049068,-0.228908810818414,-0.208540003288925,-0.18998616726249,-0.177410962394634,-0.162805922494275,-0.148333322553674,-0.140087907065461,-0.133756399896626,-0.126738462319568,-0.120357816902295,-0.109485729759748
0.716,-1.02703478082702,-0.936365876008801,-0.843587396164843,-0.773079178319706,-0.709544741734524,-0.638269125775554,-0.571781417649869,-0.529943571171775,-0.480699116131013,-0.454598212474425,-0.390704830147875,-0.369909801468293,-0.327293446365419,-0.308125005246512,-0.282568478482553,-0.258253240349822,-0.235162183879475,-0.21416118768082,-0.195006676018911,-0.182004925716509,-0.166933841438738,-0.15202758899206,-0.143555652979195,-0.137056141813792,-0.12984572471789,-0.123296951591017,-0.112128769763621
0.72,-1.06878797841823,-0.973443010628631,-0.876023064439905,-0.802075598717915,-0.735525999704727,-0.660956308267401,-0.591582417807657,-0.547871668666544,-0.49656697431031,-0.469351528256211,-0.403000477137911,-0.381376820879428,-0.337259745631128,-0.316967452138426,-0.290543280784378,-0.26542112739866,-0.241606563446536,-0.219948490652796,-0.200170087323638,-0.186725926902911,-0.171172501380009,-0.155818117146343,-0.147112550323456,-0.140439883049985,-0.133031091942073,-0.126309264317065,-0.114836508285954
0.724,-1.11261201564259,-1.01230790827947,-0.909973283761265,-0.832389296296284,-0.762655752384742,-0.684612654423535,-0.612203854148113,-0.566522074965651,-0.513055238191604,-0.484669821707458,-0.415747986073006,-0.393256731925462,-0.347574033279505,-0.326104475426472,-0.298777090343969,-0.272815337014251,-0.248248920078669,-0.225907763202941,-0.205481272705943,-0.191578185360183,-0.175525475784807,-0.159707914132219,-0.150761338390106,-0.143910163480704,-0.136296881671869,-0.129396889129314,-0.117610773621927
0.728,-1.15862995824203,-1.053064106147,-0.945523184215699,-0.864092409965786,-0.790995257904404,-0.709288154551971,-0.63368679686568,-0.585929931604105,-0.530193182524769,-0.500579186057575,-0.42896733324095,-0.405567386785451,-0.358250831998229,-0.335547953361296,-0.307280056680763,-0.280444454435618,-0.255096526184513,-0.232045102301387,-0.210945302944142,-0.196566088781721,-0.179996476725106,-0.163700100242976,-0.154504858145884,-0.147469615999255,-0.139645495091635,-0.132562035802263,-0.120453456903889
0.732,-1.20697324508778,-1.09582203689292,-0.982763423041181,-0.897261656955724,-0.820609571850012,-0.735035805020637,-0.656074720205856,-0.606132382074772,-0.548011702585481,-0.517107129274886,-0.442679534176702,-0.418327546330403,-0.369305379471946,-0.345310329589498,-0.316062799126066,-0.288317450094905,-0.262156971058525,-0.238366862776545,-0.216567457398546,-0.201694200816272,-0.184589361007134,-0.167797913796054,-0.15834605652303,-0.151120970390837,-0.143079420313381,-0.135806992899439,-0.123366514578378
0.736,-1.25778231260284,-1.14069953501067,-1.02179058273071,-0.931978656649266,-0.851567810727523,-0.761911811487484,-0.679413661384421,-0.627168700930063,-0.566543416028222,-0.534282661279181,-0.456906705376122,-0.431556932968785,-0.380753668707943,-0.355404643999234,-0.325136431776761,-0.296443699469322,-0.269438176758271,-0.244879669846443,-0.222353233836327,-0.206967269129839,-0.189308136606111,-0.172004716213735,-0.162287990913994,-0.154867057388219,-0.146601235957443,-0.139134130975689,-0.126351970992048
0.74,-1.31120726821663,-1.18782238261097,-1.06270759977271,-0.968330279037069,-0.883943435180114,-0.789975807070795,-0.703752390998596,-0.649080432021655,-0.585822771795253,-0.552136387092299,-0.471672130078935,-0.445276286909254,-0.392612490898609,-0.365844565447996,-0.334512589933641,-0.304833004080494,-0.27694841487453,-0.251590432333693,-0.228308358776801,-0.212390233883657,-0.19415696942345,-0.176323997350333,-0.166333833881023,-0.15871081291846,-0.150213614898848,-0.14254590592532,-0.129411921091883
0.744,-1.36740861677379,-1.23732489778032,-1.10562422645805,-1.00640901973018,-0.917814554506705,-0.819291086615309,-0.729142595811235,-0.671911536567116,-0.605886166605244,-0.570700606361013,-0.487000328411265,-0.459507426080115,-0.404899480994369,-0.376644426498065,-0.344203458121275,-0.313495613713942,-0.284696324249447,-0.25850635660535,-0.234438798387805,-0.217968236651796,-0.199140190384441,-0.180759381079273,-0.17048687809204,-0.162655282550717,-0.153919328187905,-0.146044862483475,-0.132548533245288
0.748,-1.42655804414106,-1.28935056890893,-1.15065752837772,-1.04631340362721,-0.953264254150298,-0.849924858300563,-0.755639074858438,-0.69570855178592,-0.62677206958549,-0.590009419719703,-0.502917132199926,-0.474273309962794,-0.417633166173649,-0.387819260294254,-0.354221799792885,-0.322442249936609,-0.292690929701695,-0.265634961281412,-0.240750769965421,-0.223706629803776,-0.204262302895351,-0.185314631154019,-0.174750541494807,-0.166703626155597,-0.157721249154015,-0.149633637888597,-0.135764052185983
0.752,-1.48883926261038,-1.34405273866128,-1.19793242044477,-1.0881484194971,-0.990380947956803,-0.881948513935886,-0.783299949905788,-0.720520760905078,-0.648521155655171,-0.610098842495923,-0.519449764794104,-0.489598107615906,-0.430833017409911,-0.399384839727975,-0.364580988831134,-0.331684130995428,-0.300941661821511,-0.272984092758642,-0.247250754031601,-0.229610986378893,-0.209527990680034,-0.189993657357738,-0.179128372742223,-0.170859122787347,-0.161622357702185,-0.153314965714149,-0.139060802091955
0.756,-1.55444892308945,-1.40159534156537,-1.24758224450264,-1.13202598791872,-1.02925875714759,-0.915437919392147,-0.812186891358809,-0.746400375396801,-0.671176448314071,-0.631006926300532,-0.536626926255463,-0.505507270186756,-0.444519504350507,-0.411357719042175,-0.375295042963436,-0.341232998185836,-0.309458377902734,-0.280561941599523,-0.253945507086435,-0.235687110480709,-0.214942126017455,-0.194800521957447,-0.183624056882114,-0.175125175800577,-0.165625744812384,-0.15709167987832,-0.142441189801998
0.76,-1.62359759950868,-1.4621536995302,-1.29974939183033,-1.17806546521333,-1.06999791810276,-0.950473726734131,-0.842365360820216,-0.773402730377579,-0.694783472541589,-0.652773889085295,-0.554478884304932,-0.522027608229542,-0.458714153737855,-0.423755278042706,-0.386378659218823,-0.351101143785194,-0.318251384083452,-0.288377059839319,-0.260842075054015,-0.241941048221961,-0.220509778402744,-0.199739446479273,-0.188241421325946,-0.179505318214105,-0.169734617252212,-0.160966718840891,-0.145907708177826
0.764,-1.69651085136677,-1.52591537997104,-1.35458597412693,-1.22639418621782,-1.11270522121881,-0.987141709740417,-0.873904871579929,-0.80158649417034,-0.719390418565232,-0.67544225429558,-0.573037571443731,-0.539187374173076,-0.473439611620387,-0.43659576909368,-0.39784725156232,-0.3613014406526,-0.327331458771832,-0.296438379267782,-0.267947807463539,-0.248379099252051,-0.226236223655816,-0.204814818822526,-0.192984442111443,-0.184003218335054,-0.173952302514221,-0.16494312999696,-0.149462939619034
0.768,-1.7734303708962,-1.59308112163415,-1.41225454685685,-1.27714804897725,-1.1574944832846,-1.02553312463021,-0.906879268424954,-0.831013893109004,-0.745048317316432,-0.699056999793645,-0.592336688697853,-0.557016350306577,-0.488719709618908,-0.449898367087114,-0.409716990852611,-0.371847373603713,-0.336709877438694,-0.304755230745795,-0.275270372409867,-0.255007828901256,-0.232126953503129,-0.210031200731286,-0.197857250475246,-0.188622685657239,-0.178282253989707,-0.169024074277748,-0.15310955973865
0.772,-1.85461522197087,-1.66386583367668,-1.47292888916731,-1.33047214468739,-1.20448705601574,-1.06574509796,-0.941367028264741,-0.861750952748425,-0.771811228454442,-0.723665717279649,-0.6124118164692,-0.5755459426796,-0.504579535533652,-0.463683222591086,-0.422004847278852,-0.382753072676685,-0.346398438864243,-0.313337364621203,-0.282817772340718,-0.261834080977984,-0.238187685659581,-0.215393335643333,-0.202864139752436,-0.19336767704861,-0.1827280563915,-0.173212830969316,-0.156850341207374
0.776,-1.94034317861858,-1.73849967408348,-1.53679484495706,-1.38652143649503,-1.25381237360098,-1.10788104380806,-0.977451583185379,-0.893867756733117,-0.799736441907042,-0.749318782993116,-0.633300533013097,-0.5948092813418,-0.521045508598343,-0.477971518395278,-0.43472863544394,-0.394033348413473,-0.356409492932031,-0.32219497231244,-0.290598360720646,-0.268864991257784,-0.244424374439433,-0.220906156937458,-0.208009572621026,-0.19824230324343,-0.187293431439037,-0.177512802760621,-0.160688157775108
0.78,-2.03091217186558,-1.81722921410437,-1.60405123008637,-1.44546149106936,-1.30560854234744,-1.15205111253296,-1.01522166767246,-0.927438724675185,-0.828884693949816,-0.776069540537314,-0.655042541101394,-0.61484132737998,-0.538145459710307,-0.492785529688877,-0.447907062273255,-0.405703729289365,-0.366755970069856,-0.33133870913314,-0.29862085962535,-0.276108001705184,-0.250843221926743,-0.226574796601456,-0.213298188710357,-0.203250835655755,-0.191982243819747,-0.181927521033034,-0.164625988478861
0.784,-2.12664185465724,-1.90031869609097,-1.67491081118325,-1.50746926719753,-1.36002297576776,-1.19837267357527,-1.05477169187971,-0.962542910496824,-0.859320398924442,-0.803974496733408,-0.677679803472596,-0.635678987244297,-0.555908716989898,-0.508148688122754,-0.461559777940838,-0.417780501433086,-0.377451412444014,-0.340779718435706,-0.306894378323266,-0.283570875472122,-0.25745068973783,-0.232404594344438,-0.218734812593601,-0.208397713531829,-0.196798507441595,-0.18646065140403,-0.168666922046559
0.788,-2.22787529580559,-1.98805139292243,-1.74960136202924,-1.57273396603694,-1.41721307873484,-1.24697083497055,-1.09620214296877,-0.999264322805845,-0.891111897781224,-0.833093531480364,-0.701256687716128,-0.657361234892144,-0.574366197048832,-0.524085650026317,-0.475707430018719,-0.430280750789604,-0.388510007020715,-0.350529657157329,-0.315428432905246,-0.291261712719544,-0.264253511410258,-0.238401107178583,-0.224324462185794,-0.213687551459932,-0.201746391992488,-0.191115999538616,-0.17281416150685
0.792,-2.33498081535432,-2.08073107816235,-1.82836680411639,-1.64145794808496,-1.47734698464314,-1.29797900245986,-1.13962001670615,-1.0376922689948,-0.92433172472234,-0.86349012267121,-0.725820121286797,-0.679929242317931,-0.593550502375125,-0.540622369069172,-0.490371721069911,-0.443222407888694,-0.399946620616309,-0.360600722857296,-0.324232967027046,-0.299188967311744,-0.271258705455034,-0.244570119496914,-0.230072357569996,-0.219125147257419,-0.206830229823191,-0.195897517242788,-0.177071029015633
0.796,-2.44835397547971,-2.17868361721875,-1.91146843867133,-1.71385772241275,-1.54060434986563,-1.35153948132318,-1.18513928167859,-1.07792172488644,-0.959056893320738,-0.895231587296403,-0.751419757398205,-0.703426519079459,-0.61349602527248,-0.557786173678915,-0.505575469921455,-0.456624295393632,-0.411776837066425,-0.371005682340652,-0.333318373833708,-0.307361464436223,-0.278473589111016,-0.250917653675383,-0.235983930275726,-0.22471549025589,-0.212054523171345,-0.200809308854081,-0.181440970910468
0.8,-2.56841974312647,-2.28225869112704,-1.99918627826696,-1.79016501426732,-1.60717721018946,-1.40780412432513,-1.23288137867808,-1.1200537318913,-0.995369203595798,-0.928389339951468,-0.778108152600643,-0.727899061477348,-0.634239058824609,-0.575605849549166,-0.521342676870966,-0.470506178616923,-0.424016996653107,-0.381757901969659,-0.342695519139498,-0.315788419205283,-0.285905792843005,-0.257449981229242,-0.24206483303508,-0.23046377000652,-0.217423951745247,-0.2058556379453,-0.185927563004877
0.804,-2.69563484308546,-2.39183166619474,-2.0918204871147,-1.87062791779021,-1.67727090435984,-1.46693502945579,-1.28297575801642,-1.16419582379864,-1.03335557164137,-0.963039170059108,-0.805940956909838,-0.753395512093085,-0.65581791538984,-0.594111727596492,-0.537698593098406,-0.484888819203004,-0.436684237938796,-0.392871379771382,-0.352375765941907,-0.324479456299216,-0.29356327562761,-0.264173634555528,-0.248320950043662,-0.236375385429158,-0.222943380687125,-0.211040934358265,-0.190534516135024
0.808,-2.83049032324406,-2.50780562469833,-2.18969294028685,-1.95551214135333,-1.75110507037237,-1.52910529147663,-1.33556045775775,-1.21046248549093,-1.07310838352604,-0.999261539216558,-0.834977117418618,-0.779967330444113,-0.678273053168833,-0.613335777751071,-0.554669794574533,-0.499794032192209,-0.449796542166284,-0.40436077945717,-0.362371000353608,-0.333444630714912,-0.301454341073805,-0.271095419295505,-0.254758407755032,-0.242455954429937,-0.228617868936856,-0.216369801585569,-0.19526568197211
0.812,-2.9735143573734,-2.63061357418308,-2.29314891350275,-2.04510235389738,-1.82891472074344,-1.59449981165071,-1.39078272610991,-1.25897564605677,-1.11472587531936,-1.03714190018721,-0.865279096394027,-0.807668975571089,-0.701647211428587,-0.633311708994248,-0.572284260778471,-0.515244746695432,-0.463372780394926,-0.416241466477735,-0.372693659041719,-0.342694449687773,-0.309587654428091,-0.278222427352962,-0.26138358623909,-0.248711324013922,-0.234452678018257,-0.221847024519273,-0.200125059114502
0.816,-3.12527531516178,-2.76072085577411,-2.40255891677855,-2.13970364170763,-1.91095140367398,-1.66331617045379,-1.4487996914954,-1.30986520897961,-1.15831254124388,-1.07677103917284,-0.896913104938412,-0.836558101433473,-0.725985555009206,-0.654075076086407,-0.590571458559502,-0.531265070425197,-0.477432763555364,-0.428529546245913,-0.38335675826984,-0.352239895859463,-0.317972260517386,-0.285562050606468,-0.268203131136868,-0.255147580920684,-0.240453281271479,-0.227477577586633,-0.205116799474455
0.82,-3.28638513435351,-2.89862777536432,-2.51832068725559,-2.23964308631641,-1.99748445782688,-1.73576556854204,-1.50977908413525,-1.36326962230223,-1.20397957211104,-1.11824544312991,-0.929949353374653,-0.866695766055246,-0.751335828786306,-0.675663393461156,-0.609562431502582,-0.547880358346487,-0.491997295617658,-0.441241904668383,-0.394373924644734,-0.362092451768588,-0.326617602686158,-0.293121995356215,-0.275223966245924,-0.261771062812577,-0.246625373556354,-0.23326663329419,-0.210245214975133
0.824,-3.4575030358802,-3.04487248571681,-2.64086135896428,-2.3452714757284,-2.08880236939084,-1.81207384180318,-1.57390001333082,-1.41933649191408,-1.25184532637245,-1.161667694031,-0.9644623196039,-0.898146655432992,-0.777748522812003,-0.69811625679669,-0.629289895182918,-0.565117285729281,-0.507088230081521,-0.454396251137311,-0.40575942767639,-0.372264125746712,-0.335533542787966,-0.30091029754842,-0.282453306772992,-0.268588370047196,-0.252974881453175,-0.239219571202675,-0.215514784574522
0.828,-3.63933962979666,-3.20003415252892,-2.77063983024717,-2.45696516298614,-2.18521424123938,-1.89248255695997,-1.64135380502644,-1.47822324138284,-1.30203583630779,-1.20714689212299,-1.000531036779,-0.930979323294671,-0.805277048910914,-0.721475472812773,-0.649788338723125,-0.583003925904966,-0.522728530011933,-0.468011164143186,-0.41752821426758,-0.38276747930736,-0.344730382295522,-0.308935338823142,-0.289898673292457,-0.275606378067483,-0.259507973988801,-0.245341987356686,-0.220930161633804
0.832,-3.83266146756927,-3.36473644347565,-2.90814935316596,-2.5751280883009,-2.28705138535605,-1.97725019494851,-1.71234490469112,-1.54009782206012,-1.35468535207932,-1.2547991103973,-1.03823940173955,-0.965266447878984,-0.833977929565364,-0.745785197881976,-0.6710941330963,-0.601569833050302,-0.538942331859168,-0.482106139681439,-0.429695945256843,-0.393615656121663,-0.354218884597446,-0.317205863434128,-0.297567906451957,-0.282832250445003,-0.266231073917857,-0.251639704194423,-0.226496181648808
0.836,-4.03829610454023,-3.53965138628548,-3.05392037358234,-2.70019398365743,-2.39466905134167,-2.06665343018411,-1.78709185108119,-1.60513947753882,-1.40993692661461,-1.30474788266744,-1.07767650576505,-1.00108510699355,-0.863910999985764,-0.77109208608697,-0.693245646650628,-0.620846130345759,-0.555755013319019,-0.496701642637208,-0.442279034147301,-0.40482241268037,-0.364010298554377,-0.325730996092461,-0.305469182468763,-0.290273452614037,-0.273150869590462,-0.258118780964274,-0.23221787036414
0.84,-4.25713774460104,-3.72550365006217,-3.20852365587387,-2.83262878206686,-2.50844830581199,-2.16098851488958,-1.86582832705471,-1.67353956693585,-1.46794304453643,-1.35712472784776,-1.11893698932318,-1.03851707270513,-0.895139624328809,-0.797445447402112,-0.716283368365534,-0.640865603879711,-0.5731932655071,-0.511819161345416,-0.455294688162785,-0.416402150748735,-0.374116383391874,-0.334520260789046,-0.313611029463428,-0.297937766336614,-0.280274327439943,-0.264785524676735,-0.238100452290877
0.844,-4.49015354609395,-3.92307531330974,-3.37257373257607,-2.97293325761318,-2.62879807991771,-2.26057277893341,-1.94880429432175,-1.74550245192844,-1.52886629864724,-1.4120697132461,-1.16212142262023,-1.07764912711803,-0.927730927097651,-0.82489741672725,-0.740250039386439,-0.661662802696639,-0.591285169740304,-0.527481265537066,-0.468760951782148,-0.428369951727788,-0.384549435012496,-0.343583600654393,-0.32200234468012,-0.305833304940905,-0.287608705125914,-0.27164650162178,-0.24414935964982
0.848,-4.73839067162739,-4.13321119222372,-3.54673272677851,-3.12164592726115,-2.75615740517161,-2.36574625716108,-2.03628721985672,-1.82124645299837,-1.59288011780199,-1.46973205992876,-1.2073367139032,-1.11857340080829,-0.961756040835291,-0.853503134555098,-0.765190793424829,-0.683274145415776,-0.610060279239308,-0.543711667897142,-0.482696752913272,-0.440741613043173,-0.395322313814921,-0.352931398918021,-0.330652412646097,-0.313968529378228,-0.295161565370429,-0.278708549483671,-0.250370241763635
0.852,-5.00298416119145,-4.35682481322848,-3.73171460397018,-3.27934625122766,-2.89099786136848,-2.47687345806318,-2.12856340270099,-1.90100488095182,-1.66016955037296,-1.53027079348989,-1.25469654761781,-1.16138773560212,-0.997290371305436,-0.883320940110941,-0.791153306652904,-0.705738033877156,-0.629549706087912,-0.560535289475271,-0.497121951879039,-0.45353368669077,-0.406448474113722,-0.362574501033644,-0.339570924326218,-0.322352265146568,-0.302940790527052,-0.285978790087097,-0.256768974922611
0.856,-5.28516569147091,-4.59490512335744,-3.92828992028676,-3.44665817573877,-3.03382626477424,-2.59434528988703,-2.22593941108486,-1.98502715050508,-1.73093210793604,-1.59385544386825,-1.30432185469779,-1.20619607351904,-1.03441388144467,-0.914412577865102,-0.818187957767609,-0.729094974304571,-0.649786213808932,-0.577978329206973,-0.512057393399427,-0.466763520077114,-0.417941995259506,-0.37252423804064,-0.348767997331764,-0.330993720131661,-0.310954597925311,-0.29346464281063,-0.263351672750166
