"Freq [GHz]","dB(S(1,1)) [] - l='1mm'","dB(S(1,1)) [] - l='2mm'","dB(S(1,1)) [] - l='3mm'","dB(S(1,1)) [] - l='4mm'","dB(S(1,1)) [] - l='5mm'","dB(S(1,1)) [] - l='6mm'","dB(S(1,1)) [] - l='7mm'","dB(S(1,1)) [] - l='8mm'","dB(S(1,1)) [] - l='9mm'","dB(S(1,1)) [] - l='10mm'","dB(S(1,1)) [] - l='11mm'","dB(S(1,1)) [] - l='12mm'","dB(S(1,1)) [] - l='13mm'","dB(S(1,1)) [] - l='14mm'","dB(S(1,1)) [] - l='15mm'","dB(S(1,1)) [] - l='16mm'","dB(S(1,1)) [] - l='17mm'","dB(S(1,1)) [] - l='18mm'","dB(S(1,1)) [] - l='19mm'","dB(S(1,1)) [] - l='20mm'","dB(S(1,1)) [] - l='21mm'","dB(S(1,1)) [] - l='22mm'","dB(S(1,1)) [] - l='22.5mm'","dB(S(1,1)) [] - l='23mm'","dB(S(1,1)) [] - l='23.5mm'","dB(S(1,1)) [] - l='24mm'","dB(S(1,1)) [] - l='25mm'"
0.396,-0.0760645681617462,-0.0722506662261728,-0.0680507145941411,-0.0647155591436831,-0.061477613344824,-0.0576774502704742,-0.0535472352918704,-0.051221281733892,-0.0479702850779935,-0.0464003682039414,-0.0412604510627101,-0.0397283115054179,-0.0354131871673425,-0.0374350636053958,-0.0348303980495126,-0.0321411882946043,-0.0291333565973635,-0.0259701815082947,-0.0230544480676734,-0.0216713262368175,-0.0201282012562111,-0.0186503412777838,-0.0176546750440088,-0.0169785605258483,-0.0162794091405782,-0.0156462763209882,-0.0147798703707642
0.4,-0.0784076645502267,-0.0744592419819333,-0.0701133605865248,-0.0666629543672956,-0.0633151670972155,-0.0593869265643155,-0.0551227243122539,-0.052718482524203,-0.0493630144918425,-0.0477410275976905,-0.0424440475336047,-0.0408639160153325,-0.0364253801109469,-0.0384795212560739,-0.0357992576726909,-0.0330346726017249,-0.0299482935645817,-0.026713151134489,-0.0237437009548489,-0.0223315042110944,-0.0207493460398094,-0.0192236919852136,-0.0181963694288357,-0.0174929459601179,-0.0167663514704797,-0.0161070773851437,-0.0152006153984554
0.404,-0.0808182055394277,-0.0767305297094587,-0.0722337105473156,-0.0686641274868992,-0.0652028784060013,-0.0611423783083953,-0.0567400740156722,-0.0542550130307959,-0.0507919367323268,-0.0491162237019447,-0.0436579496048538,-0.0420284874718921,-0.0374637707232932,-0.0395483311509058,-0.0367907151076456,-0.0339491565961753,-0.030782842553753,-0.0274748187999564,-0.0244510304824576,-0.0230089740705896,-0.021386652378667,-0.0198119333077452,-0.0187522385746945,-0.0180208618483774,-0.0172660929624879,-0.0165799611705147,-0.0156321060353013
0.408,-0.0832983866797051,-0.0790665364583121,-0.0744135760949009,-0.0707207392119905,-0.0671422715676727,-0.0629451747084953,-0.0584005087611055,-0.0558320048981709,-0.0522580752082283,-0.0505269209922318,-0.0449029857900856,-0.0432228092667498,-0.0385290596940203,-0.0406421026699872,-0.0378053288253551,-0.0348851523972112,-0.0316374751197008,-0.028255616714513,-0.0251768121904036,-0.023704066683567,-0.0220404069260461,-0.0204153230515505,-0.0193225284078295,-0.0185625512840978,-0.0177788693774541,-0.0170651582028443,-0.0160745579176479
0.412,-0.0858504894719422,-0.0814693465493311,-0.0766548372739737,-0.0728345119702476,-0.0691349266042299,-0.0647967340065691,-0.0601052959218545,-0.0574506288542121,-0.0537624879962661,-0.0519741161974938,-0.0461800114706274,-0.0444476898158735,-0.0396219693655339,-0.0417614640304855,-0.0388436741790363,-0.0358431871324677,-0.032512676032466,-0.0290559883092502,-0.0259214308039382,-0.0244171211191125,-0.0227109036261289,-0.0210341252795158,-0.0199074905118797,-0.0191182625592856,-0.0183049212623581,-0.0175629035219365,-0.0165281908979204
0.416,-0.088476885227466,-0.0839411249837012,-0.0789594455138173,-0.0750072325298158,-0.0711824815898694,-0.0666985254835589,-0.0618557476071701,-0.0591120962460435,-0.0553062691759229,-0.0534588395247844,-0.0474899098853376,-0.0457039634678266,-0.0407432444991882,-0.0429070629411082,-0.039906343978988,-0.0368238034376849,-0.0334089437098422,-0.0298763886113153,-0.0266852805802308,-0.025148484971414,-0.0233984440051965,-0.0216686105655726,-0.0205073823624607,-0.0196882493774835,-0.0188444941398578,-0.0180734368481392,-0.0169932291765011
0.42,-0.0911800391267856,-0.0864841210246482,-0.0813294267333432,-0.0772407547495925,-0.0732866350893369,-0.0686520715563096,-0.0636532224631876,-0.0608176606453913,-0.0568905502236352,-0.0549821559376469,-0.0488335931626827,-0.0469924914502717,-0.0418936530731443,-0.0440795672828544,-0.0409939490901971,-0.0378275599758794,-0.034326790666642,-0.0307172846331435,-0.0274687656667574,-0.0258985146934185,-0.0241033374699579,-0.0223190562551306,-0.0211224675674303,-0.0202727710726424,-0.0193978387035034,-0.0185970027543472,-0.0174699014384007
0.424,-0.0939625144885826,-0.0891006719614553,-0.0837668846011662,-0.0795370024644663,-0.075449148713902,-0.0706589499735363,-0.0654991275573118,-0.0625686195269995,-0.0585165014691407,-0.0565451664908003,-0.0502120033970309,-0.0483141628565179,-0.0430739871133121,-0.0452796658172797,-0.0421071190536672,-0.0388550319768206,-0.0352667439813702,-0.0315791557766716,-0.0282723004719204,-0.0266675759402915,-0.0248259016133627,-0.0229857467317023,-0.0217530161130943,-0.0208720928340368,-0.0199652110188943,-0.0191338508437764,-0.0179584409949293
0.428,-0.0968269772611299,-0.0917932070662063,-0.0862740039593113,-0.081897972512934,-0.0776718498013471,-0.0727207961160087,-0.0673949203503324,-0.0643663160238281,-0.0601853336171684,-0.0581490097238435,-0.0516261137712667,-0.0496698956739476,-0.0442850635589072,-0.0465080689234741,-0.0432465027325227,-0.0399068117976459,-0.0362293457809972,-0.0324624942531482,-0.02909631004837,-0.0274560439230586,-0.0255664625283081,-0.0236689736901745,-0.0223993046166008,-0.0214864859374785,-0.0205468727308827,-0.0196842359336256,-0.0184590859305016
0.432,-0.0997762007491199,-0.0945642517543204,-0.0888530544197203,-0.0843257379149432,-0.0799566342266526,-0.0748393054065628,-0.0693421107608077,-0.0662121407628944,-0.0618982993377331,-0.0597948631169777,-0.0530769297280079,-0.0510606378563206,-0.0455277251642281,-0.0477655093650925,-0.0444127689840091,-0.0409835095055625,-0.0372151537446713,-0.0333678055191563,-0.0299412304895164,-0.0282643037728135,-0.0263253551296072,-0.0243690364169415,-0.0230616165848087,-0.0221162279829571,-0.0211430912770798,-0.0202484182447941,-0.0189720792547185
0.436,-0.102813070589673,-0.09741643196055,-0.0915063941433454,-0.0868224512083018,-0.0823054693505212,-0.0770162358357128,-0.0713422633266235,-0.0681075337859704,-0.063656694928457,-0.0614839446117454,-0.0545654901916845,-0.0524873684420689,-0.0468028414383381,-0.049052743088716,-0.0456066073584686,-0.0420857534835858,-0.0382247416271005,-0.0342956087294931,-0.0308075093397037,-0.029092750916057,-0.0271029234845951,-0.0250862420772718,-0.0237402426798406,-0.0227616031390389,-0.0217541401077885,-0.0208266635978633,-0.0194976690598929
0.44,-0.105940589992253,-0.100352478742985,-0.0942364738122018,-0.089390347952487,-0.0847203971133131,-0.0792534106091725,-0.0733969994687561,-0.0700539865594572,-0.0654618620525964,-0.0632175142000895,-0.0560928688440101,-0.0539510987207409,-0.0481113096244268,-0.0503705500551007,-0.0468287288266177,-0.0432141910603483,-0.0392586998025096,-0.0352464372075899,-0.0316956060186649,-0.0299417914614976,-0.0278995211528331,-0.0258209060101991,-0.0244354809916867,-0.0234229023941956,-0.0223802989126298,-0.0214192436155101,-0.0200361086842128
0.444,-0.109161885258085,-0.103375233128321,-0.097045840805357,-0.0920317504092786,-0.0872035372824073,-0.0815527209237364,-0.0755079998626995,-0.0720530440781161,-0.0673151895565685,-0.0649968755850971,-0.0576601754554136,-0.0554528734499057,-0.0494540557206693,-0.0517197351046794,-0.0480798665362752,-0.044369489164938,-0.0403176358299729,-0.0362208389341943,-0.032605992260673,-0.030811842598933,-0.0287155115353629,-0.0265733520313816,-0.0251476373181227,-0.0241004238153609,-0.0230218538540463,-0.0220264359315668,-0.0205876568806934
0.448,-0.112480211595808,-0.10648765121254,-0.0999371435906096,-0.0947490714101697,-0.0897570908614552,-0.0839161288785897,-0.0776770069232358,-0.0741063070675183,-0.0692181153711449,-0.0668233779171289,-0.0592685572752017,-0.0569937721249899,-0.050832035544628,-0.0531011288589856,-0.0493607765999257,-0.0455523350080312,-0.0414021750411268,-0.0372193770550567,-0.0335391525691627,-0.0317033330106635,-0.029551268233913,-0.0273439127441904,-0.0258770254522853,-0.0247944728139819,-0.023679097807975,-0.022648524406919,-0.0211525779920931
0.452,-0.115898959251093,-0.109692809532016,-0.102913136344302,-0.0975448184211653,-0.0923833436706309,-0.0863456705293803,-0.0799058274086796,-0.0762154342903928,-0.0711721285004963,-0.0686984176090372,-0.0609192004833,-0.0585749103045955,-0.0522462358431572,-0.0545155886596484,-0.0506722389145524,-0.0467634367903343,-0.042512961151181,-0.0382426304083852,-0.0344955846872791,-0.0326167032959895,-0.0304071754206059,-0.028132929859512,-0.0266239674782029,-0.0255053624198239,-0.0243523306118414,-0.0232857993524731,-0.0217311421320498
0.456,-0.119421659969178,-0.11299391072117,-0.105976683812498,-0.100421597816217,-0.0950846701074129,-0.088843459092898,-0.0821963351509099,-0.0783821449623823,-0.0731787711037089,-0.0706234402346415,-0.0626133317066474,-0.0601974409939678,-0.0536976754500319,-0.0559639995466346,-0.0520150580150996,-0.0480035244396344,-0.0436506568942249,-0.0392911940729431,-0.03547580008511,-0.0335524064094075,-0.0312836282186108,-0.0289407545246064,-0.0273887940746894,-0.0262334135628597,-0.0250418593202347,-0.0239385577594378,-0.0223236253725267
0.46,-0.123051993810574,-0.116394289473652,-0.109130766427663,-0.103382119371325,-0.0978635370980747,-0.0914116883106354,-0.0845504739181036,-0.080608221282973,-0.0752396406735545,-0.0725999425145653,-0.0643522196034729,-0.0618625560895151,-0.0551874064936227,-0.0574472752776822,-0.0533900639632522,-0.0492733503777257,-0.0448159446839597,-0.0403656799375769,-0.036480324464268,-0.0345109081130609,-0.0321810330943194,-0.0297677476615051,-0.0281718448279428,-0.0269789553635537,-0.0257479984684759,-0.0246071035371499,-0.0229303099379234
0.464,-0.126793796341436,-0.119897418825317,-0.112378485695824,-0.106429200991975,-0.100722508250744,-0.094052635980113,-0.0869702604172816,-0.0828955110877679,-0.07735639231755,-0.0746294743940966,-0.0661371765187951,-0.0635714878873463,-0.0567165156569149,-0.0589663593907604,-0.0547981132729986,-0.0505736903185094,-0.0460095273008577,-0.0414667172931146,-0.0375096982804763,-0.0354926874440952,-0.0330998082615497,-0.0306142803153106,-0.0289734685531969,-0.0277423254318696,-0.0264710703443781,-0.0252917477586736,-0.0235514844058967
0.468,-0.130651066221659,-0.123506916778441,-0.115723069870253,-0.109565773687511,-0.103664248221483,-0.09676866766321,-0.0894577874443948,-0.085245930628576,-0.0795307411467761,-0.0767136412176865,-0.0679695602147819,-0.065325510659036,-0.058286125492489,-0.0605222263116091,-0.0562400898748002,-0.0519053440987621,-0.0472321286070548,-0.0425949534476213,-0.0385644772850294,-0.0364982371975893,-0.034040384098361,-0.0314807340129341,-0.0297940236259181,-0.028523870175352,-0.0272114052684933,-0.0259928089145122,-0.0241874439152991
0.472,-0.134627973215301,-0.12722655328778,-0.119167879928607,-0.11279488680683,-0.106691527305635,-0.0995622405815741,-0.0920152271899745,-0.0876614674882447,-0.0817644647780228,-0.0788541060052151,-0.0698507756797065,-0.0671259422978914,-0.0598973957951251,-0.0621158825085478,-0.0577169061201075,-0.0532691365429516,-0.0484844942900654,-0.043751054365878,-0.0396452330858002,-0.0375280644257227,-0.0350032035770731,-0.0323675011327397,-0.0306338783228852,-0.0293239451166371,-0.0279693418832071,-0.026710613174642,-0.024838490381329
0.476,-0.138728866649492,-0.131060257630666,-0.122716415871774,-0.116119713550782,-0.109807226267406,-0.102435907709499,-0.0946448347090154,-0.0901441836374998,-0.0840594059553786,-0.0810525918353039,-0.0717822770195087,-0.068974146039331,-0.0615515250347993,-0.063748367696703,-0.0592295038280882,-0.0546659183637413,-0.0497673926367026,-0.0449357053342748,-0.0407525537287451,-0.0385826909539493,-0.0359887227081311,-0.0332749852855355,-0.0314934111736138,-0.0301429152207966,-0.0287452274509544,-0.0274454946591776,-0.025504932718222
0.48,-0.142958284349975,-0.135012126184649,-0.126372323363715,-0.119543556777579,-0.113014341421529,-0.105392322075575,-0.0973489515641321,-0.0926962186415576,-0.0864174752975594,-0.0833108843412714,-0.0737655694361789,-0.0708715322590069,-0.0632497518530565,-0.0654207560941219,-0.0607788553765947,-0.056096567099764,-0.0510816153384858,-0.0461496116520735,-0.0418870443006809,-0.039662653914881,-0.0369974109984132,-0.0342036017075116,-0.0323730113226371,-0.0309811552328878,-0.0295394181619123,-0.0281977957180369,-0.026187087069705
0.484,-0.147320962083157,-0.139086430637897,-0.130139400732909,-0.12306985511865,-0.116315989981724,-0.108434241284999,-0.100130009651778,-0.0953197930246762,-0.0888406541777844,-0.0856308343257844,-0.0758022112973812,-0.0728195603526786,-0.0649933566258974,-0.0671341577321759,-0.0623659648393932,-0.0575619880923901,-0.0524279783300075,-0.0473934993502965,-0.0430493275543124,-0.0407685063007336,-0.0380297519247118,-0.0351537776656469,-0.0332730789030412,-0.0318390500261816,-0.0303522794515978,-0.0289678672198232,-0.0268852770475026
0.488,-0.151821843536809,-0.143287626659206,-0.134021606357474,-0.126702189423486,-0.119715415691523,-0.111564532275142,-0.10299053522167,-0.098017211801397,-0.091330997743282,-0.0880143605003779,-0.0778938163021018,-0.0748197407019495,-0.0667836630964698,-0.0688897198229499,-0.0639918691719163,-0.0590631155033115,-0.053807322661682,-0.0486681159393428,-0.0442400445564578,-0.0419008175351004,-0.0390862434230391,-0.0361259528761183,-0.0341940254218227,-0.0327169949614285,-0.0311841863286616,-0.0297560688503662,-0.0275998339781767
0.492,-0.156466090873613,-0.147620363056345,-0.138023066457346,-0.130444289553211,-0.123215994754267,-0.114786176317897,-0.105933153100466,-0.100790868183662,-0.0938906380820573,-0.0904634523566357,-0.0800420557471768,-0.0768736367302099,-0.0686220400809928,-0.0706886281863278,-0.0656576394477729,-0.0606009133748191,-0.055220515408491,-0.0499742311866632,-0.045459855360483,-0.0430601740650227,-0.0401673983945411,-0.0371205799363483,-0.0351362741575471,-0.0336153962577026,-0.032035523713344,-0.0305627694212181,-0.0283310971585492
0.496,-0.161259095894287,-0.152089491453475,-0.142148083318645,-0.134300041544024,-0.12682124207989,-0.118102274283049,-0.108960591131214,-0.103643247473633,-0.0965217875449222,-0.0929801731759929,-0.0822486609000786,-0.0789828670534995,-0.0705099032516718,-0.0725321087397135,-0.0673643821484959,-0.0621763767347739,-0.0566684506163415,-0.0513126379257519,-0.046709439704008,-0.0442471799741347,-0.0412737452287278,-0.0381381247713181,-0.0361002605708904,-0.0345346713752589,-0.0329066867869874,-0.0313883471884755,-0.0290794141201106
0.5,-0.166206491849508,-0.156700076520376,-0.146401143976954,-0.138273495162937,-0.130534817867492,-0.12151605217794,-0.112075684840902,-0.106576931152554,-0.0992267422312645,-0.09556666318576,-0.0845154254834301,-0.0811491077310968,-0.0724487170003814,-0.0744214290534612,-0.0691132405090566,-0.0637905327483603,-0.0581520502877415,-0.0526841528979224,-0.0479894977329953,-0.0454624576179832,-0.0424058283448942,-0.0391790670947059,-0.0370864327286057,-0.0354752494109168,-0.0337980813530616,-0.0322331901823743,-0.0298451409026189
0.504,-0.171314165942672,-0.161457406788655,-0.150786929388089,-0.142368871879807,-0.134360534543782,-0.125030866979611,-0.115281382349245,-0.109594601176793,-0.102007885647651,-0.0982251428691833,-0.0868442082771639,-0.083374094621046,-0.0744399963872509,-0.076357899975227,-0.0709053959218274,-0.0654444419188399,-0.0596722654086282,-0.0540896176282349,-0.049300750753419,-0.0467066482824,-0.043564208752474,-0.0402439008856734,-0.0380952517415241,-0.0364375715065154,-0.0347101242101098,-0.0330976965479472,-0.0306286423373088
0.508,-0.176588272568525,-0.166367006092444,-0.155310324116875,-0.146590573281298,-0.138302364078959,-0.128650212776642,-0.118580749532618,-0.112699044492653,-0.104867692548762,-0.100957916438021,-0.0892369358445968,-0.0856596258460822,-0.0764853091784659,-0.0783428773266751,-0.0727420694018924,-0.0671391993396241,-0.0612300770182494,-0.0555298993371691,-0.0506439420116888,-0.04798041286605,-0.0447494646312911,-0.0413331348818305,-0.0391271922172248,-0.0374220912709555,-0.035643243537196,-0.0339822748973322,-0.0314302923400327
0.512,-0.18203524733586,-0.171434645673762,-0.159976426576607,-0.15094318995405,-0.142364445702866,-0.132377727239124,-0.121976975457938,-0.115893157782568,-0.107808732970888,-0.103767375476563,-0.0916956053888911,-0.0880075643757273,-0.0785862779778138,-0.0803777636761633,-0.074624523116579,-0.0688759360000806,-0.0628264973240649,-0.0570058918896184,-0.0520198375051783,-0.0492844325882559,-0.0459621919325357,-0.042447293089267,-0.0401827427279737,-0.0384292752164433,-0.0365978792922296,-0.0348873446740253,-0.0322504742146755
0.516,-0.18766182192604,-0.176666356995624,-0.164790559854046,-0.155431510866306,-0.146551094045905,-0.136217198436239,-0.125473378102295,-0.119179952455768,-0.110833676468704,-0.106656002766475,-0.09422228774702,-0.090419840730651,-0.0807445824568104,-0.0824640101911112,-0.0765540619824698,-0.0706558201476908,-0.0644625708638124,-0.0585185167829097,-0.0534292268241719,-0.0506194097231539,-0.0472030050014878,-0.0435869153102995,-0.0412624062946825,-0.039459603209526,-0.0375744836238156,-0.0358133365296207,-0.0330895809672647
0.52,-0.193475039842697,-0.182068445308871,-0.169758283157291,-0.160060533279125,-0.150866807730819,-0.140172572022408,-0.129073410375105,-0.122562559897589,-0.113945296566814,-0.109626376302566,-0.0968191305285119,-0.0928984558158115,-0.0829619616884781,-0.0846031185742009,-0.0785320353331713,-0.0724800587092181,-0.0661393757169159,-0.060068724175604,-0.0548729240266826,-0.0519860683615289,-0.0484725372229271,-0.0447525576898073,-0.042366700887525,-0.0405135689375146,-0.0385735212971056,-0.0367606927135469,-0.0339480156311376
0.524,-0.199482273112159,-0.187647504022214,-0.17488540392644,-0.164835473220581,-0.155316278443126,-0.14424795881413,-0.132780666460623,-0.126044236992353,-0.11714647543824,-0.112681173510091,-0.0994883614068584,-0.0954454838891864,-0.0852402165901664,-0.0867966430874958,-0.080559838661287,-0.0743498987737879,-0.0678580247675603,-0.0616574939589569,-0.0563517685475821,-0.0533851552014957,-0.0497714416902965,-0.0459447932809496,-0.0434961599439953,-0.0415916803910334,-0.0395954701342287,-0.0377298674762276,-0.0348261916036037
